Index,Difficulty Level,Words,Definition,Group,Pronounciation,Meaning,,,,,,,,,,,,,,,,,,,,
3654,THREE,Veronique,http://dictionary.cambridge.org/dictionary/english/Veronique,,Veronique,,,,,,,,,,,,,,,,,,,,,
3655,THREE,kipuka,http://dictionary.cambridge.org/dictionary/english/kipuka,,kipuka,,,,,,,,,,,,,,,,,,,,,
3656,THREE,toccata,http://dictionary.cambridge.org/dictionary/english/toccata,,toccata,,,,,,,,,,,,,,,,,,,,,
3657,THREE,souchong,http://dictionary.cambridge.org/dictionary/english/souchong,,souchong,,,,,,,,,,,,,,,,,,,,,
3658,THREE,amphistylar,http://dictionary.cambridge.org/dictionary/english/amphistylar,,amphistylar,,,,,,,,,,,,,,,,,,,,,
3659,THREE,toponymic,http://dictionary.cambridge.org/dictionary/english/toponymic,,toponymic,,,,,,,,,,,,,,,,,,,,,
3660,THREE,planetesimal,http://dictionary.cambridge.org/dictionary/english/planetesimal,,planetesimal,,,,,,,,,,,,,,,,,,,,,
3661,THREE,noumenon,http://dictionary.cambridge.org/dictionary/english/noumenon,,noumenon,,,,,,,,,,,,,,,,,,,,,
3662,THREE,pertinacity,http://dictionary.cambridge.org/dictionary/english/pertinacity,,pertinacity,,,,,,,,,,,,,,,,,,,,,
3663,THREE,poltroon,http://dictionary.cambridge.org/dictionary/english/poltroon,,poltroon,,,,,,,,,,,,,,,,,,,,,
3664,THREE,saturnine,http://dictionary.cambridge.org/dictionary/english/saturnine,,saturnine,,,,,,,,,,,,,,,,,,,,,
3665,THREE,boudin,http://dictionary.cambridge.org/dictionary/english/boudin,,boudin,,,,,,,,,,,,,,,,,,,,,
3666,THREE,taoiseach,http://dictionary.cambridge.org/dictionary/english/taoiseach,,taoiseach,,,,,,,,,,,,,,,,,,,,,
3667,THREE,chicanery,http://dictionary.cambridge.org/dictionary/english/chicanery,,chicanery,,,,,,,,,,,,,,,,,,,,,
3668,THREE,gasthaus,http://dictionary.cambridge.org/dictionary/english/gasthaus,,gasthaus,,,,,,,,,,,,,,,,,,,,,
3669,THREE,Freudian,http://dictionary.cambridge.org/dictionary/english/Freudian,,Freudian,,,,,,,,,,,,,,,,,,,,,
3670,THREE,zaibatsu,http://dictionary.cambridge.org/dictionary/english/zaibatsu,,zaibatsu,,,,,,,,,,,,,,,,,,,,,
3671,THREE,bucatini,http://dictionary.cambridge.org/dictionary/english/bucatini,,bucatini,,,,,,,,,,,,,,,,,,,,,
3672,THREE,obeisant,http://dictionary.cambridge.org/dictionary/english/obeisant,,obeisant,,,,,,,,,,,,,,,,,,,,,
3673,THREE,vilipend,http://dictionary.cambridge.org/dictionary/english/vilipend,,vilipend,,,,,,,,,,,,,,,,,,,,,
3674,THREE,transmontane,http://dictionary.cambridge.org/dictionary/english/transmontane,,transmontane,,,,,,,,,,,,,,,,,,,,,
3675,THREE,floruit,http://dictionary.cambridge.org/dictionary/english/floruit,,floruit,,,,,,,,,,,,,,,,,,,,,
3676,THREE,titian,http://dictionary.cambridge.org/dictionary/english/titian,,titian,,,,,,,,,,,,,,,,,,,,,
3677,THREE,reboation,http://dictionary.cambridge.org/dictionary/english/reboation,,reboation,,,,,,,,,,,,,,,,,,,,,
3678,THREE,whippoorwill,http://dictionary.cambridge.org/dictionary/english/whippoorwill,,whippoorwill,,,,,,,,,,,,,,,,,,,,,
3679,THREE,vitiate,http://dictionary.cambridge.org/dictionary/english/vitiate,,vitiate,,,,,,,,,,,,,,,,,,,,,
3680,THREE,laterigrade,http://dictionary.cambridge.org/dictionary/english/laterigrade,,laterigrade,,,,,,,,,,,,,,,,,,,,,
3681,THREE,Bunyanesque,http://dictionary.cambridge.org/dictionary/english/Bunyanesque,,Bunyanesque,,,,,,,,,,,,,,,,,,,,,
3682,THREE,tokonoma,http://dictionary.cambridge.org/dictionary/english/tokonoma,,tokonoma,,,,,,,,,,,,,,,,,,,,,
3683,THREE,haupia,http://dictionary.cambridge.org/dictionary/english/haupia,,haupia,,,,,,,,,,,,,,,,,,,,,
3684,THREE,Keplerian,http://dictionary.cambridge.org/dictionary/english/Keplerian,,Keplerian,,,,,,,,,,,,,,,,,,,,,
3685,THREE,pneumatocyst,http://dictionary.cambridge.org/dictionary/english/pneumatocyst,,pneumatocyst,,,,,,,,,,,,,,,,,,,,,
3686,THREE,xerogel,http://dictionary.cambridge.org/dictionary/english/xerogel,,xerogel,,,,,,,,,,,,,,,,,,,,,
3687,THREE,cachexia,http://dictionary.cambridge.org/dictionary/english/cachexia,,cachexia,,,,,,,,,,,,,,,,,,,,,
3688,THREE,ululate,http://dictionary.cambridge.org/dictionary/english/ululate,,ululate,,,,,,,,,,,,,,,,,,,,,
3689,THREE,cordillera,http://dictionary.cambridge.org/dictionary/english/cordillera,,cordillera,,,,,,,,,,,,,,,,,,,,,
3690,THREE,codswallop,http://dictionary.cambridge.org/dictionary/english/codswallop,,codswallop,,,,,,,,,,,,,,,,,,,,,
3691,THREE,fortissimo,http://dictionary.cambridge.org/dictionary/english/fortissimo,,fortissimo,,,,,,,,,,,,,,,,,,,,,
3692,THREE,vizierial,http://dictionary.cambridge.org/dictionary/english/vizierial,,vizierial,,,,,,,,,,,,,,,,,,,,,
3693,THREE,connoisseur,http://dictionary.cambridge.org/dictionary/english/connoisseur,,connoisseur,,,,,,,,,,,,,,,,,,,,,
3694,THREE,sororal,http://dictionary.cambridge.org/dictionary/english/sororal,,sororal,,,,,,,,,,,,,,,,,,,,,
3695,THREE,zazen,http://dictionary.cambridge.org/dictionary/english/zazen,,zazen,,,,,,,,,,,,,,,,,,,,,
3696,THREE,hauteur,http://dictionary.cambridge.org/dictionary/english/hauteur,,hauteur,,,,,,,,,,,,,,,,,,,,,
3697,THREE,portmanteau,http://dictionary.cambridge.org/dictionary/english/portmanteau,,portmanteau,,,,,,,,,,,,,,,,,,,,,
3698,THREE,crescive,http://dictionary.cambridge.org/dictionary/english/crescive,,crescive,,,,,,,,,,,,,,,,,,,,,
3699,THREE,ferruginous,http://dictionary.cambridge.org/dictionary/english/ferruginous,,ferruginous,,,,,,,,,,,,,,,,,,,,,
3700,THREE,epideictic,http://dictionary.cambridge.org/dictionary/english/epideictic,,epideictic,,,,,,,,,,,,,,,,,,,,,
3701,THREE,cabochon,http://dictionary.cambridge.org/dictionary/english/cabochon,,cabochon,,,,,,,,,,,,,,,,,,,,,
3702,THREE,camarilla,http://dictionary.cambridge.org/dictionary/english/camarilla,,camarilla,,,,,,,,,,,,,,,,,,,,,
3703,THREE,coaxation,http://dictionary.cambridge.org/dictionary/english/coaxation,,coaxation,,,,,,,,,,,,,,,,,,,,,
3704,THREE,tryptophan,http://dictionary.cambridge.org/dictionary/english/tryptophan,,tryptophan,,,,,,,,,,,,,,,,,,,,,
3705,THREE,gendarme,http://dictionary.cambridge.org/dictionary/english/gendarme,,gendarme,,,,,,,,,,,,,,,,,,,,,
3706,THREE,embolus,http://dictionary.cambridge.org/dictionary/english/embolus,,embolus,,,,,,,,,,,,,,,,,,,,,
3707,THREE,apr,http://dictionary.cambridge.org/dictionary/english/apr,,apr,,,,,,,,,,,,,,,,,,,,,
3708,THREE,nidicolous,http://dictionary.cambridge.org/dictionary/english/nidicolous,,nidicolous,,,,,,,,,,,,,,,,,,,,,
3709,THREE,ardoise,http://dictionary.cambridge.org/dictionary/english/ardoise,,ardoise,,,,,,,,,,,,,,,,,,,,,
3710,THREE,neophyte,http://dictionary.cambridge.org/dictionary/english/neophyte,,neophyte,,,,,,,,,,,,,,,,,,,,,
3711,THREE,demulcent,http://dictionary.cambridge.org/dictionary/english/demulcent,,demulcent,,,,,,,,,,,,,,,,,,,,,
3712,THREE,caveola,http://dictionary.cambridge.org/dictionary/english/caveola,,caveola,,,,,,,,,,,,,,,,,,,,,
3713,THREE,zydeco,http://dictionary.cambridge.org/dictionary/english/zydeco,,zydeco,,,,,,,,,,,,,,,,,,,,,
3714,THREE,oxyacetylene,http://dictionary.cambridge.org/dictionary/english/oxyacetylene,,oxyacetylene,,,,,,,,,,,,,,,,,,,,,
3715,THREE,farouche,http://dictionary.cambridge.org/dictionary/english/farouche,,farouche,,,,,,,,,,,,,,,,,,,,,
3716,THREE,buffa,http://dictionary.cambridge.org/dictionary/english/buffa,,buffa,,,,,,,,,,,,,,,,,,,,,
3717,THREE,goosander,http://dictionary.cambridge.org/dictionary/english/goosander,,goosander,,,,,,,,,,,,,,,,,,,,,
3718,THREE,farina,http://dictionary.cambridge.org/dictionary/english/farina,,farina,,,,,,,,,,,,,,,,,,,,,
3719,THREE,consanguine,http://dictionary.cambridge.org/dictionary/english/consanguine,,consanguine,,,,,,,,,,,,,,,,,,,,,
3720,THREE,queue,http://dictionary.cambridge.org/dictionary/english/queue,,queue,,,,,,,,,,,,,,,,,,,,,
3721,THREE,farfalle,http://dictionary.cambridge.org/dictionary/english/farfalle,,farfalle,,,,,,,,,,,,,,,,,,,,,
3722,THREE,clavichord,http://dictionary.cambridge.org/dictionary/english/clavichord,,clavichord,,,,,,,,,,,,,,,,,,,,,
3723,THREE,kwashiorkor,http://dictionary.cambridge.org/dictionary/english/kwashiorkor,,kwashiorkor,,,,,,,,,,,,,,,,,,,,,
3724,THREE,heuristic,http://dictionary.cambridge.org/dictionary/english/heuristic,,heuristic,,,,,,,,,,,,,,,,,,,,,
3725,THREE,bibimbap,http://dictionary.cambridge.org/dictionary/english/bibimbap,,bibimbap,,,,,,,,,,,,,,,,,,,,,
3726,THREE,hellebore,http://dictionary.cambridge.org/dictionary/english/hellebore,,hellebore,,,,,,,,,,,,,,,,,,,,,
3727,THREE,ogival,http://dictionary.cambridge.org/dictionary/english/ogival,,ogival,,,,,,,,,,,,,,,,,,,,,
3728,THREE,de,http://dictionary.cambridge.org/dictionary/english/de,,de,,,,,,,,,,,,,,,,,,,,,
3729,THREE,lecithin,http://dictionary.cambridge.org/dictionary/english/lecithin,,lecithin,,,,,,,,,,,,,,,,,,,,,
3730,THREE,nudibranch,http://dictionary.cambridge.org/dictionary/english/nudibranch,,nudibranch,,,,,,,,,,,,,,,,,,,,,
3731,THREE,aquiclude,http://dictionary.cambridge.org/dictionary/english/aquiclude,,aquiclude,,,,,,,,,,,,,,,,,,,,,
3732,THREE,transhumance,http://dictionary.cambridge.org/dictionary/english/transhumance,,transhumance,,,,,,,,,,,,,,,,,,,,,
3733,THREE,stretto,http://dictionary.cambridge.org/dictionary/english/stretto,,stretto,,,,,,,,,,,,,,,,,,,,,
3734,THREE,secant,http://dictionary.cambridge.org/dictionary/english/secant,,secant,,,,,,,,,,,,,,,,,,,,,
3735,THREE,cetology,http://dictionary.cambridge.org/dictionary/english/cetology,,cetology,,,,,,,,,,,,,,,,,,,,,
3736,THREE,triquetra,http://dictionary.cambridge.org/dictionary/english/triquetra,,triquetra,,,,,,,,,,,,,,,,,,,,,
3737,THREE,demitasse,http://dictionary.cambridge.org/dictionary/english/demitasse,,demitasse,,,,,,,,,,,,,,,,,,,,,
3738,THREE,phloem,http://dictionary.cambridge.org/dictionary/english/phloem,,phloem,,,,,,,,,,,,,,,,,,,,,
3739,THREE,coccygeal,http://dictionary.cambridge.org/dictionary/english/coccygeal,,coccygeal,,,,,,,,,,,,,,,,,,,,,
3740,THREE,comanchero,http://dictionary.cambridge.org/dictionary/english/comanchero,,comanchero,,,,,,,,,,,,,,,,,,,,,
3741,THREE,plenipotentiary,http://dictionary.cambridge.org/dictionary/english/plenipotentiary,,plenipotentiary,,,,,,,,,,,,,,,,,,,,,
3742,THREE,paramahamsa,http://dictionary.cambridge.org/dictionary/english/paramahamsa,,paramahamsa,,,,,,,,,,,,,,,,,,,,,
3743,THREE,tomalley,http://dictionary.cambridge.org/dictionary/english/tomalley,,tomalley,,,,,,,,,,,,,,,,,,,,,
3744,THREE,lacustrine,http://dictionary.cambridge.org/dictionary/english/lacustrine,,lacustrine,,,,,,,,,,,,,,,,,,,,,
3745,THREE,Diplodocus,http://dictionary.cambridge.org/dictionary/english/Diplodocus,,Diplodocus,,,,,,,,,,,,,,,,,,,,,
3746,THREE,meiosis,http://dictionary.cambridge.org/dictionary/english/meiosis,,meiosis,,,,,,,,,,,,,,,,,,,,,
3747,THREE,foudroyant,http://dictionary.cambridge.org/dictionary/english/foudroyant,,foudroyant,,,,,,,,,,,,,,,,,,,,,
3748,THREE,duello,http://dictionary.cambridge.org/dictionary/english/duello,,duello,,,,,,,,,,,,,,,,,,,,,
3749,THREE,bouffant,http://dictionary.cambridge.org/dictionary/english/bouffant,,bouffant,,,,,,,,,,,,,,,,,,,,,
3750,THREE,ageusia,http://dictionary.cambridge.org/dictionary/english/ageusia,,ageusia,,,,,,,,,,,,,,,,,,,,,
3751,THREE,tachyon,http://dictionary.cambridge.org/dictionary/english/tachyon,,tachyon,,,,,,,,,,,,,,,,,,,,,
3752,THREE,gules,http://dictionary.cambridge.org/dictionary/english/gules,,gules,,,,,,,,,,,,,,,,,,,,,
3753,THREE,sesquipedalian,http://dictionary.cambridge.org/dictionary/english/sesquipedalian,,sesquipedalian,,,,,,,,,,,,,,,,,,,,,
3754,THREE,fjeld,http://dictionary.cambridge.org/dictionary/english/fjeld,,fjeld,,,,,,,,,,,,,,,,,,,,,
3755,THREE,bas,http://dictionary.cambridge.org/dictionary/english/bas,,bas,,,,,,,,,,,,,,,,,,,,,
3756,THREE,pillor,http://dictionary.cambridge.org/dictionary/english/pillor,,pillor,,,,,,,,,,,,,,,,,,,,,
3757,THREE,piccata,http://dictionary.cambridge.org/dictionary/english/piccata,,piccata,,,,,,,,,,,,,,,,,,,,,
3758,THREE,nimiety,http://dictionary.cambridge.org/dictionary/english/nimiety,,nimiety,,,,,,,,,,,,,,,,,,,,,
3759,THREE,expugnable,http://dictionary.cambridge.org/dictionary/english/expugnable,,expugnable,,,,,,,,,,,,,,,,,,,,,
3760,THREE,tomography,http://dictionary.cambridge.org/dictionary/english/tomography,,tomography,,,,,,,,,,,,,,,,,,,,,
3761,THREE,rhizome,http://dictionary.cambridge.org/dictionary/english/rhizome,,rhizome,,,,,,,,,,,,,,,,,,,,,
3762,THREE,deleterious,http://dictionary.cambridge.org/dictionary/english/deleterious,,deleterious,,,,,,,,,,,,,,,,,,,,,
3763,THREE,isagoge,http://dictionary.cambridge.org/dictionary/english/isagoge,,isagoge,,,,,,,,,,,,,,,,,,,,,
3764,THREE,lokelani,http://dictionary.cambridge.org/dictionary/english/lokelani,,lokelani,,,,,,,,,,,,,,,,,,,,,
3765,THREE,profligacy,http://dictionary.cambridge.org/dictionary/english/profligacy,,profligacy,,,,,,,,,,,,,,,,,,,,,
3766,THREE,effleurage,http://dictionary.cambridge.org/dictionary/english/effleurage,,effleurage,,,,,,,,,,,,,,,,,,,,,
3767,THREE,Wensleydale,http://dictionary.cambridge.org/dictionary/english/Wensleydale,,Wensleydale,,,,,,,,,,,,,,,,,,,,,
3768,THREE,ikat,http://dictionary.cambridge.org/dictionary/english/ikat,,ikat,,,,,,,,,,,,,,,,,,,,,
3769,THREE,lan,http://dictionary.cambridge.org/dictionary/english/lan,,lan,,,,,,,,,,,,,,,,,,,,,
3770,THREE,psoriasis,http://dictionary.cambridge.org/dictionary/english/psoriasis,,psoriasis,,,,,,,,,,,,,,,,,,,,,
3771,THREE,yosenabe,http://dictionary.cambridge.org/dictionary/english/yosenabe,,yosenabe,,,,,,,,,,,,,,,,,,,,,
3772,THREE,chastushka,http://dictionary.cambridge.org/dictionary/english/chastushka,,chastushka,,,,,,,,,,,,,,,,,,,,,
3773,THREE,erubescent,http://dictionary.cambridge.org/dictionary/english/erubescent,,erubescent,,,,,,,,,,,,,,,,,,,,,
3774,THREE,pylorus,http://dictionary.cambridge.org/dictionary/english/pylorus,,pylorus,,,,,,,,,,,,,,,,,,,,,
3775,THREE,breviloquence,http://dictionary.cambridge.org/dictionary/english/breviloquence,,breviloquence,,,,,,,,,,,,,,,,,,,,,
3776,THREE,bavardage,http://dictionary.cambridge.org/dictionary/english/bavardage,,bavardage,,,,,,,,,,,,,,,,,,,,,
3777,THREE,funori,http://dictionary.cambridge.org/dictionary/english/funori,,funori,,,,,,,,,,,,,,,,,,,,,
3778,THREE,berg,http://dictionary.cambridge.org/dictionary/english/berg,,berg,,,,,,,,,,,,,,,,,,,,,
3779,THREE,estovers,http://dictionary.cambridge.org/dictionary/english/estovers,,estovers,,,,,,,,,,,,,,,,,,,,,
3780,THREE,erythroblast,http://dictionary.cambridge.org/dictionary/english/erythroblast,,erythroblast,,,,,,,,,,,,,,,,,,,,,
3781,THREE,kalimba,http://dictionary.cambridge.org/dictionary/english/kalimba,,kalimba,,,,,,,,,,,,,,,,,,,,,
3782,THREE,coulibiac,http://dictionary.cambridge.org/dictionary/english/coulibiac,,coulibiac,,,,,,,,,,,,,,,,,,,,,
3783,THREE,piloncillo,http://dictionary.cambridge.org/dictionary/english/piloncillo,,piloncillo,,,,,,,,,,,,,,,,,,,,,
3784,THREE,Erewhonian,http://dictionary.cambridge.org/dictionary/english/Erewhonian,,Erewhonian,,,,,,,,,,,,,,,,,,,,,
3785,THREE,rembrandt,http://dictionary.cambridge.org/dictionary/english/rembrandt,,rembrandt,,,,,,,,,,,,,,,,,,,,,
3786,THREE,maillot,http://dictionary.cambridge.org/dictionary/english/maillot,,maillot,,,,,,,,,,,,,,,,,,,,,
3787,THREE,illative,http://dictionary.cambridge.org/dictionary/english/illative,,illative,,,,,,,,,,,,,,,,,,,,,
3788,THREE,xyloglyphy,http://dictionary.cambridge.org/dictionary/english/xyloglyphy,,xyloglyphy,,,,,,,,,,,,,,,,,,,,,
3789,THREE,xiphias,http://dictionary.cambridge.org/dictionary/english/xiphias,,xiphias,,,,,,,,,,,,,,,,,,,,,
3790,THREE,rhyton,http://dictionary.cambridge.org/dictionary/english/rhyton,,rhyton,,,,,,,,,,,,,,,,,,,,,
3791,THREE,bonspiel,http://dictionary.cambridge.org/dictionary/english/bonspiel,,bonspiel,,,,,,,,,,,,,,,,,,,,,
3792,THREE,epenthesis,http://dictionary.cambridge.org/dictionary/english/epenthesis,,epenthesis,,,,,,,,,,,,,,,,,,,,,
3793,THREE,betony,http://dictionary.cambridge.org/dictionary/english/betony,,betony,,,,,,,,,,,,,,,,,,,,,
3794,THREE,Aramaic,http://dictionary.cambridge.org/dictionary/english/Aramaic,,Aramaic,,,,,,,,,,,,,,,,,,,,,
3795,THREE,touff,http://dictionary.cambridge.org/dictionary/english/touff,,touff,,,,,,,,,,,,,,,,,,,,,
3796,THREE,orogeny,http://dictionary.cambridge.org/dictionary/english/orogeny,,orogeny,,,,,,,,,,,,,,,,,,,,,
3797,THREE,hackamore,http://dictionary.cambridge.org/dictionary/english/hackamore,,hackamore,,,,,,,,,,,,,,,,,,,,,
3798,THREE,hinoki,http://dictionary.cambridge.org/dictionary/english/hinoki,,hinoki,,,,,,,,,,,,,,,,,,,,,
3799,THREE,b,http://dictionary.cambridge.org/dictionary/english/b,,b,,,,,,,,,,,,,,,,,,,,,
3800,THREE,anathema,http://dictionary.cambridge.org/dictionary/english/anathema,,anathema,,,,,,,,,,,,,,,,,,,,,
3801,THREE,etouffee,http://dictionary.cambridge.org/dictionary/english/etouffee,,etouffee,,,,,,,,,,,,,,,,,,,,,
3802,THREE,Pepysian,http://dictionary.cambridge.org/dictionary/english/Pepysian,,Pepysian,,,,,,,,,,,,,,,,,,,,,
3803,THREE,blancmange,http://dictionary.cambridge.org/dictionary/english/blancmange,,blancmange,,,,,,,,,,,,,,,,,,,,,
3804,THREE,nonpareil,http://dictionary.cambridge.org/dictionary/english/nonpareil,,nonpareil,,,,,,,,,,,,,,,,,,,,,
3805,THREE,transience,http://dictionary.cambridge.org/dictionary/english/transience,,transience,,,,,,,,,,,,,,,,,,,,,
3806,THREE,basilica,http://dictionary.cambridge.org/dictionary/english/basilica,,basilica,,,,,,,,,,,,,,,,,,,,,
3807,THREE,degauss,http://dictionary.cambridge.org/dictionary/english/degauss,,degauss,,,,,,,,,,,,,,,,,,,,,
3808,THREE,esplanade,http://dictionary.cambridge.org/dictionary/english/esplanade,,esplanade,,,,,,,,,,,,,,,,,,,,,
3809,THREE,simulacrum,http://dictionary.cambridge.org/dictionary/english/simulacrum,,simulacrum,,,,,,,,,,,,,,,,,,,,,
3810,THREE,nyctinasty,http://dictionary.cambridge.org/dictionary/english/nyctinasty,,nyctinasty,,,,,,,,,,,,,,,,,,,,,
3811,THREE,frison,http://dictionary.cambridge.org/dictionary/english/frison,,frison,,,,,,,,,,,,,,,,,,,,,
3812,THREE,rajpramukh,http://dictionary.cambridge.org/dictionary/english/rajpramukh,,rajpramukh,,,,,,,,,,,,,,,,,,,,,
3813,THREE,tussock,http://dictionary.cambridge.org/dictionary/english/tussock,,tussock,,,,,,,,,,,,,,,,,,,,,
3814,THREE,gesellschaft,http://dictionary.cambridge.org/dictionary/english/gesellschaft,,gesellschaft,,,,,,,,,,,,,,,,,,,,,
3815,THREE,cnidarian,http://dictionary.cambridge.org/dictionary/english/cnidarian,,cnidarian,,,,,,,,,,,,,,,,,,,,,
3816,THREE,pointelle,http://dictionary.cambridge.org/dictionary/english/pointelle,,pointelle,,,,,,,,,,,,,,,,,,,,,
3817,THREE,flavedo,http://dictionary.cambridge.org/dictionary/english/flavedo,,flavedo,,,,,,,,,,,,,,,,,,,,,
3818,THREE,Chalcolithic,http://dictionary.cambridge.org/dictionary/english/Chalcolithic,,Chalcolithic,,,,,,,,,,,,,,,,,,,,,
3819,THREE,lanolated,http://dictionary.cambridge.org/dictionary/english/lanolated,,lanolated,,,,,,,,,,,,,,,,,,,,,
3820,THREE,tamari,http://dictionary.cambridge.org/dictionary/english/tamari,,tamari,,,,,,,,,,,,,,,,,,,,,
3821,THREE,capotasto,http://dictionary.cambridge.org/dictionary/english/capotasto,,capotasto,,,,,,,,,,,,,,,,,,,,,
3822,THREE,vinaigrette,http://dictionary.cambridge.org/dictionary/english/vinaigrette,,vinaigrette,,,,,,,,,,,,,,,,,,,,,
3823,THREE,maquillage,http://dictionary.cambridge.org/dictionary/english/maquillage,,maquillage,,,,,,,,,,,,,,,,,,,,,
3824,THREE,rinceau,http://dictionary.cambridge.org/dictionary/english/rinceau,,rinceau,,,,,,,,,,,,,,,,,,,,,
3825,THREE,linnet,http://dictionary.cambridge.org/dictionary/english/linnet,,linnet,,,,,,,,,,,,,,,,,,,,,
3826,THREE,arenaceous,http://dictionary.cambridge.org/dictionary/english/arenaceous,,arenaceous,,,,,,,,,,,,,,,,,,,,,
3827,THREE,Panagia,http://dictionary.cambridge.org/dictionary/english/Panagia,,Panagia,,,,,,,,,,,,,,,,,,,,,
3828,THREE,tinnient,http://dictionary.cambridge.org/dictionary/english/tinnient,,tinnient,,,,,,,,,,,,,,,,,,,,,
3829,THREE,mortadella,http://dictionary.cambridge.org/dictionary/english/mortadella,,mortadella,,,,,,,,,,,,,,,,,,,,,
3830,THREE,filar,http://dictionary.cambridge.org/dictionary/english/filar,,filar,,,,,,,,,,,,,,,,,,,,,
3831,THREE,embouchure,http://dictionary.cambridge.org/dictionary/english/embouchure,,embouchure,,,,,,,,,,,,,,,,,,,,,
3832,THREE,panettone,http://dictionary.cambridge.org/dictionary/english/panettone,,panettone,,,,,,,,,,,,,,,,,,,,,
3833,THREE,nockerl,http://dictionary.cambridge.org/dictionary/english/nockerl,,nockerl,,,,,,,,,,,,,,,,,,,,,
3834,THREE,aioli,http://dictionary.cambridge.org/dictionary/english/aioli,,aioli,,,,,,,,,,,,,,,,,,,,,
3835,THREE,stanchion,http://dictionary.cambridge.org/dictionary/english/stanchion,,stanchion,,,,,,,,,,,,,,,,,,,,,
3836,THREE,bhangra,http://dictionary.cambridge.org/dictionary/english/bhangra,,bhangra,,,,,,,,,,,,,,,,,,,,,
3837,THREE,plangency,http://dictionary.cambridge.org/dictionary/english/plangency,,plangency,,,,,,,,,,,,,,,,,,,,,
3838,THREE,tmesis,http://dictionary.cambridge.org/dictionary/english/tmesis,,tmesis,,,,,,,,,,,,,,,,,,,,,
3839,THREE,rhabdoid,http://dictionary.cambridge.org/dictionary/english/rhabdoid,,rhabdoid,,,,,,,,,,,,,,,,,,,,,
3840,THREE,pochoir,http://dictionary.cambridge.org/dictionary/english/pochoir,,pochoir,,,,,,,,,,,,,,,,,,,,,
3841,THREE,spirulina,http://dictionary.cambridge.org/dictionary/english/spirulina,,spirulina,,,,,,,,,,,,,,,,,,,,,
3842,THREE,risorgimento,http://dictionary.cambridge.org/dictionary/english/risorgimento,,risorgimento,,,,,,,,,,,,,,,,,,,,,
3843,THREE,apocryphal,http://dictionary.cambridge.org/dictionary/english/apocryphal,,apocryphal,,,,,,,,,,,,,,,,,,,,,
3844,THREE,clerihew,http://dictionary.cambridge.org/dictionary/english/clerihew,,clerihew,,,,,,,,,,,,,,,,,,,,,
3845,THREE,apodyterium,http://dictionary.cambridge.org/dictionary/english/apodyterium,,apodyterium,,,,,,,,,,,,,,,,,,,,,
3846,THREE,glyceraldehyde,http://dictionary.cambridge.org/dictionary/english/glyceraldehyde,,glyceraldehyde,,,,,,,,,,,,,,,,,,,,,
3847,THREE,eleemosynary,http://dictionary.cambridge.org/dictionary/english/eleemosynary,,eleemosynary,,,,,,,,,,,,,,,,,,,,,
3848,THREE,agalma,http://dictionary.cambridge.org/dictionary/english/agalma,,agalma,,,,,,,,,,,,,,,,,,,,,
3849,THREE,tamarack,http://dictionary.cambridge.org/dictionary/english/tamarack,,tamarack,,,,,,,,,,,,,,,,,,,,,
3850,THREE,tsukupin,http://dictionary.cambridge.org/dictionary/english/tsukupin,,tsukupin,,,,,,,,,,,,,,,,,,,,,
3851,THREE,apoplexy,http://dictionary.cambridge.org/dictionary/english/apoplexy,,apoplexy,,,,,,,,,,,,,,,,,,,,,
3852,THREE,hagiographer,http://dictionary.cambridge.org/dictionary/english/hagiographer,,hagiographer,,,,,,,,,,,,,,,,,,,,,
3853,THREE,force,http://dictionary.cambridge.org/dictionary/english/force,,force,,,,,,,,,,,,,,,,,,,,,
3854,THREE,analgesia,http://dictionary.cambridge.org/dictionary/english/analgesia,,analgesia,,,,,,,,,,,,,,,,,,,,,
3855,THREE,puerilely,http://dictionary.cambridge.org/dictionary/english/puerilely,,puerilely,,,,,,,,,,,,,,,,,,,,,
3856,THREE,katakana,http://dictionary.cambridge.org/dictionary/english/katakana,,katakana,,,,,,,,,,,,,,,,,,,,,
3857,THREE,verdure,http://dictionary.cambridge.org/dictionary/english/verdure,,verdure,,,,,,,,,,,,,,,,,,,,,
3858,THREE,syncope,http://dictionary.cambridge.org/dictionary/english/syncope,,syncope,,,,,,,,,,,,,,,,,,,,,
3859,THREE,ossicle,http://dictionary.cambridge.org/dictionary/english/ossicle,,ossicle,,,,,,,,,,,,,,,,,,,,,
3860,THREE,dengue,http://dictionary.cambridge.org/dictionary/english/dengue,,dengue,,,,,,,,,,,,,,,,,,,,,
3861,THREE,obloquy,http://dictionary.cambridge.org/dictionary/english/obloquy,,obloquy,,,,,,,,,,,,,,,,,,,,,
3862,THREE,Parmentier,http://dictionary.cambridge.org/dictionary/english/Parmentier,,Parmentier,,,,,,,,,,,,,,,,,,,,,
3863,THREE,fait,http://dictionary.cambridge.org/dictionary/english/fait,,fait,,,,,,,,,,,,,,,,,,,,,
3864,THREE,icosahedron,http://dictionary.cambridge.org/dictionary/english/icosahedron,,icosahedron,,,,,,,,,,,,,,,,,,,,,
3865,THREE,anemone,http://dictionary.cambridge.org/dictionary/english/anemone,,anemone,,,,,,,,,,,,,,,,,,,,,
3866,THREE,cantatrice,http://dictionary.cambridge.org/dictionary/english/cantatrice,,cantatrice,,,,,,,,,,,,,,,,,,,,,
3867,THREE,dhole,http://dictionary.cambridge.org/dictionary/english/dhole,,dhole,,,,,,,,,,,,,,,,,,,,,
