Index,Difficulty Level,Words,Description,WOC_2021,SOW_2021,WOC_2020,SOW_2020
1991,TWO,dentifrice,a substance for cleaning the teeth; applied with a toothbrush,1,0,1,0
1992,TWO,supplicate,ask humbly (for something),1,0,1,0
1993,TWO,vainglorious,feeling self-importance,1,0,1,0
1994,TWO,tachycardia,abnormally rapid heartbeat (over 100 beats per minute),1,0,1,0
1995,TWO,pedantry,an ostentatious and inappropriate display of learning,1,0,1,0
1996,TWO,turbinado,Undefined,1,0,1,0
1997,TWO,collegiality,Undefined,1,0,1,0
1998,TWO,torsion,a tortuous and twisted shape or position,1,0,1,0
1999,TWO,ataxia,inability to coordinate voluntary muscle movements; unsteady movements and staggering gait,1,0,1,0
2000,TWO,triceratops,huge ceratopsian dinosaur having three horns and the neck heavily armored with a very solid frill,1,0,1,0
2001,TWO,performance,a dramatic or musical entertainment,1,0,1,0
2002,TWO,equivocate,be deliberately ambiguous or unclear in order to mislead or withhold information,1,0,1,0
2003,TWO,mahogany,wood of any of various mahogany trees; much used for cabinetwork and furniture,1,0,1,0
2004,TWO,documentary,a film or TV program presenting the facts about a person or event,1,0,1,0
2005,TWO,capillary,a tube of small internal diameter; holds liquid by capillary action,1,0,1,0
2006,TWO,flambé,Undefined,1,0,1,0
2007,TWO,clemency,good weather with comfortable temperatures,1,0,1,0
2008,TWO,fission,reproduction of some unicellular organisms by division of the cell into two more or less equal parts,1,0,1,0
2009,TWO,moribund,not growing or changing; without force or vitality,1,0,1,0
2010,TWO,bromide,any of the salts of hydrobromic acid; formerly used as a sedative but now generally replaced by safer drugs,1,0,1,0
2011,TWO,disposition,your usual mood,1,0,1,0
2012,TWO,patronymic,a family name derived from name of your father or a paternal ancestor (especially with an affix (such as -son in English or O'- in Irish) added to the name of your father or a paternal ancestor),1,0,1,0
2013,TWO,backgammon,a board game for two players; pieces move according to throws of the dice,1,0,1,0
2014,TWO,boondoggle,work of little or no value done merely to look busy,1,0,1,0
2015,TWO,recriminatory,countering one charge with another,1,0,1,0
2016,TWO,algae,primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems and roots and leaves,1,0,1,0
2017,TWO,remonstrance,the act of expressing earnest opposition or protest,1,0,1,0
2018,TWO,odometer,a meter that shows mileage traversed,1,0,1,0
2019,TWO,intuitable,Undefined,1,0,1,0
2020,TWO,phylum,(linguistics) a large group of languages that are historically related,1,0,1,0
2021,TWO,subaqueous,growing or remaining under water,1,0,1,0
2022,TWO,reminiscent,serving to bring to mind; - Wilder Hobson,1,0,1,0
2023,TWO,smithereens,a collection of small fragments considered as a whole,1,0,1,0
2024,TWO,uvula,a small pendant fleshy lobe at the back of the soft palate,1,0,1,0
2025,TWO,divvy,short for dividend; especially one paid by a cooperative society,1,0,1,0
2026,TWO,hypochondria,chronic and abnormal anxiety about imaginary symptoms and ailments,1,0,1,0
2027,TWO,recusancy,refusal to submit to established authority; originally the refusal of Roman Catholics to attend services of the Church of England,1,0,1,0
2028,TWO,menial,a domestic servant,1,0,1,0
2029,TWO,curator,the custodian of a collection (as a museum or library),1,0,1,0
2030,TWO,enumerated,specify individually,1,0,1,0
2031,TWO,fatuously,vacuously or complacently and unconsciously foolish,1,0,1,0
2032,TWO,obstetrician,a physician specializing in obstetrics,1,0,1,0
2033,TWO,retrocedence,Undefined,1,0,1,0
2034,TWO,Moroccan,a native or inhabitant of Morocco,1,0,1,0
2035,TWO,judicious,marked by the exercise of good judgment or common sense in practical matters,1,0,1,0
2036,TWO,desertification,the gradual transformation of habitable land into desert; is usually caused by climate change or by destructive use of the land,1,0,1,0
2037,TWO,fraudulent,intended to deceive; ; ;  - S.T.Coleridge,1,0,1,0
2038,TWO,replete,fill to satisfaction,1,0,1,0
2039,TWO,cauterize,"burn, sear, or freeze (tissue) using a hot iron or electric current or a caustic agent",1,0,1,0
2040,TWO,clearance,the distance by which one thing clears another; the space between them,1,0,1,0
2041,TWO,vice versa,Undefined,1,0,1,0
2042,TWO,quirky,informal terms; strikingly unconventional,1,0,1,0
2043,TWO,necessity,the condition of being essential or indispensable,1,0,1,0
2044,TWO,raucous,unpleasantly loud and harsh,1,0,1,0
2045,TWO,immolate,offer as a sacrifice by killing or by giving up to destruction,1,0,1,0
2046,TWO,assure,make certain of,1,0,1,0
2047,TWO,exercise,the activity of exerting your muscles in various ways to keep fit,1,0,1,0
2048,TWO,arraign,call before a court to answer an indictment,1,0,1,0
2049,TWO,piety,righteousness by virtue of being pious,1,0,1,0
2050,TWO,Brandywine,Undefined,1,0,1,0
2051,TWO,résumé,Undefined,1,0,1,0
2052,TWO,compatriots,a person from your own country,1,0,1,0
2053,TWO,civet,cat-like mammal typically secreting musk used in perfumes,1,0,1,0
2054,TWO,elegant,refined and tasteful in appearance or behavior or style,1,0,1,0
2055,TWO,veritable,often used as intensifiers,1,0,1,0
2056,TWO,surreptitious,marked by quiet and caution and secrecy; taking pains to avoid being observed,1,0,1,0
2057,TWO,extensive,large in spatial extent or range or scope or quantity,1,0,1,0
2058,TWO,liaise,act between parties with a view to reconciling differences,1,0,1,0
2059,TWO,pancetta,Undefined,1,0,1,0
2060,TWO,minacious,threatening or foreshadowing evil or tragic developments,1,0,1,0
2061,TWO,sashay,a square dance figure; partners circle each other taking sideways steps,1,0,1,0
2062,TWO,surplus,a quantity much larger than is needed,1,0,1,0
2063,TWO,transcend,be greater in scope or size than some standard,1,0,1,0
2064,TWO,quotidian,found in the ordinary course of events; ; ; - Anita Diamant,1,0,1,0
2065,TWO,waiver,a formal written statement of relinquishment,1,0,1,0
2066,TWO,vindictive,disposed to seek revenge or intended for revenge; - Shakespeare; - M.R.Cohen,1,0,1,0
2067,TWO,sciatica,neuralgia along the sciatic nerve,1,0,1,0
2068,TWO,impediment,something immaterial that interferes with or delays action or progress,1,0,1,0
2069,TWO,freneticism,Undefined,1,0,1,0
2070,TWO,matriculation,admission to a group (especially a college or university),1,0,1,0
2071,TWO,decennial,Undefined,1,0,1,0
2072,TWO,implacable,incapable of being placated,1,0,1,0
2073,TWO,discomfiture,anxious embarrassment,1,0,1,0
2074,TWO,revenant,a person who returns after a lengthy absence,1,0,1,0
2075,TWO,merino,white sheep originating in Spain and producing a heavy fleece of exceptional quality,1,0,1,0
2076,TWO,revulsive,Undefined,1,0,1,0
2077,TWO,dynamite,an explosive containing nitrate sensitized with nitroglycerin absorbed on wood pulp,1,0,1,0
2078,TWO,logarithmic,of or relating to or using logarithms,1,0,1,0
2079,TWO,emphysema,an abnormal condition of the lungs marked by decreased respiratory function; associated with smoking or chronic bronchitis or old age,1,0,1,0
2080,TWO,topgallant,a sail set on a yard of a topgallant mast,1,0,1,0
2081,TWO,pestilence,a serious (sometimes fatal) infection of rodents caused by Yersinia pestis and accidentally transmitted to humans by the bite of a flea that has bitten an infected animal,1,0,1,0
2082,TWO,gaucho,a cowboy of the South American pampas,1,0,1,0
2083,TWO,Gemini,(astrology) a person who is born while the sun is in Gemini,1,0,1,0
2084,TWO,regicide,someone who commits regicide; the killer of a king,1,0,1,0
2085,TWO,stridency,having the timbre of a loud high-pitched sound,1,0,1,0
2086,TWO,clandestine,conducted with or marked by hidden aims or methods,1,0,1,0
2087,TWO,mordant,a substance used to treat leather or other materials before dyeing; aids in dyeing process,1,0,1,0
2088,TWO,capsule,a small container,1,0,1,0
2089,TWO,retinol,an unsaturated alcohol that occurs in marine fish-liver oils and is synthesized biologically from carotene,1,0,1,0
2090,TWO,hubris,overbearing pride or presumption,1,0,1,0
2091,TWO,acetone,the simplest ketone; a highly inflammable liquid widely used as an organic solvent and as material for making plastics,1,0,1,0
2092,TWO,genealogical,of or relating to genealogy,1,0,1,0
2093,TWO,posthumous,occurring or coming into existence after a person's death,1,0,1,0
2094,TWO,tragedian,a writer (especially a playwright) who writes tragedies,1,0,1,0
2095,TWO,corpulent,excessively fat,1,0,1,0
2096,TWO,hibernaculum,Undefined,1,0,1,0
2097,TWO,cerebellum,a major division of the vertebrate brain; situated above the medulla oblongata and beneath the cerebrum in humans,1,0,1,0
2098,TWO,pomposity,lack of elegance as a consequence of being pompous and puffed up with vanity,1,0,1,0
2099,TWO,QWERTY,Undefined,1,0,1,0
2100,TWO,fajitas,Undefined,1,0,1,0
2101,TWO,potpourri,a collection containing a variety of sorts of things,1,0,1,0
2102,TWO,bandicoot,any of various agile ratlike terrestrial marsupials of Australia and adjacent islands; insectivorous and herbivorous,1,0,1,0
2103,TWO,pantomime,a performance using gestures and body movements without words,1,0,1,0
2104,TWO,neonatology,that branch of pediatric medicine concerned with the newborn; the diagnosis and treatment of neonates,1,0,1,0
2105,TWO,foosball,Undefined,1,0,1,0
2106,TWO,felonious,involving or being or having the nature of a crime,1,0,1,0
2107,TWO,pallor,unnatural lack of color in the skin (as from bruising or sickness or emotional distress),1,0,1,0
2108,TWO,malinger,"avoid responsibilities and duties, e.g., by pretending to be ill",1,0,1,0
2109,TWO,prima donna,Undefined,1,0,1,0
2110,TWO,pituitary,the master gland of the endocrine system; located at the base of the brain,1,0,1,0
2111,TWO,accentuate,"to stress, single out as important",1,0,1,0
2112,TWO,palatial,relating to or being a palace,1,0,1,0
2113,TWO,Yorkshire,a former large county in northern England; in 1974 it was divided into three smaller counties,1,0,1,0
2114,TWO,parliamentary,relating to or having the nature of a parliament,1,0,1,0
2115,TWO,praxis,translating an idea into action,1,0,1,0
2116,TWO,fleetness,rapidity of movement,1,0,1,0
2117,TWO,ascension,(Christianity) celebration of the Ascension of Christ into heaven; observed on the 40th day after Easter,1,0,1,0
2118,TWO,Mecca,joint capital (with Riyadh) of Saudi Arabia; located in western Saudi Arabia; as the birthplace of Muhammad it is the holiest city of Islam,1,0,1,0
2119,TWO,Belgravia,Undefined,1,0,1,0
2120,TWO,rebarbative,serving or tending to repel,1,0,1,0
2121,TWO,Tinseltown,Undefined,1,0,1,0
2122,TWO,anonymity,the state of being anonymous,1,0,1,0
2123,TWO,venue,the scene of any event or action (especially the place of a meeting),1,0,1,0
2124,TWO,albeit,Undefined,1,0,1,0
2125,TWO,casserole,food cooked and served in a casserole,1,0,1,0
2126,TWO,olympiad,one of the four-year intervals between Olympic Games; used to reckon time in ancient Greece for twelve centuries beginning in 776 BC,1,0,1,0
2127,TWO,sorrel,any plant or flower of the genus Oxalis,1,0,1,0
2128,TWO,carcinogenic,causing or tending to cause cancer,1,0,1,0
2129,TWO,microfiche,small sheet of microfilm on which many pages of material have been photographed; a magnification system is used to read the material,1,0,1,0
2130,TWO,vermicide,an agent that kills worms (especially those in the intestines),1,0,1,0
2131,TWO,semester,one of two divisions of an academic year,1,0,1,0
2132,TWO,crocodile,large voracious aquatic reptile having a long snout with massive jaws and sharp teeth and a body covered with bony plates; of sluggish tropical waters,1,0,1,0
2133,TWO,McCoy,Undefined,1,0,1,0
2134,TWO,detritus,the remains of something that has been destroyed or broken up,1,0,1,0
2135,TWO,quadrilateral,a four-sided polygon,1,0,1,0
2136,TWO,echelon,a body of troops arranged in a line,1,0,1,0
2137,TWO,sacrament,a formal religious ceremony conferring a specific grace on those who receive it; the two Protestant ceremonies are baptism and the Lord's Supper; in the Roman Catholic Church and the Eastern Orthodox Church there are seven traditional rites accepted as instituted by Jesus: baptism and confirmation and Holy Eucharist and penance and holy orders and matrimony and extreme unction,1,0,1,0
2138,TWO,venerable,impressive by reason of age,1,0,1,0
2139,TWO,histrionics,a performance of a play,1,0,1,0
2140,TWO,anorak,a kind of heavy jacket (`windcheater' is a British term),1,0,1,0
2141,TWO,turpentine,obtained from conifers (especially pines),1,0,1,0
2142,TWO,supremacy,power to dominate or defeat,1,0,1,0
2143,TWO,terra-cotta,Undefined,1,0,1,0
2144,TWO,chemise,a woman's sleeveless undergarment,1,0,1,0
2145,TWO,cashier,an employee of a bank who receives and pays out money,1,0,1,0
2146,TWO,enviable,causing envy,1,0,1,0
2147,TWO,cellophane,a transparent paperlike product that is impervious to moisture and used to wrap candy or cigarettes etc.,1,0,1,0
2148,TWO,clowder,a group of cats,1,0,1,0
2149,TWO,moratorium,a legally authorized postponement before some obligation must be discharged,1,0,1,0
2150,TWO,campanology,Undefined,1,0,1,0
2151,TWO,polysemy,the ambiguity of an individual word or phrase that can be used (in different contexts) to express two or more different meanings,1,0,1,0
2152,TWO,extrapolate,draw from specific cases for more general cases,1,0,1,0
2153,TWO,indulgent,characterized by or given to yielding to the wishes of someone,1,0,1,0
2154,TWO,occultation,one celestial body obscures another,1,0,1,0
2155,TWO,cognizant,(sometimes followed by `of') having or showing knowledge or understanding or realization or perception,1,0,1,0
2156,TWO,persuasible,being susceptible to persuasion,1,0,1,0
2157,TWO,stampede,a headlong rush of people on a common impulse,1,0,1,0
2158,TWO,extinguish,put an end to; kill,1,0,1,0
2159,TWO,occipital,of or relating to the occiput,1,0,1,0
2160,TWO,Chihuahua,a city in northern Mexico in the state of Chihuahua; commercial center of northern Mexico,1,0,1,0
2161,TWO,cognisant,(sometimes followed by `of') having or showing knowledge or understanding or realization or perception,1,0,1,0
2162,TWO,desultorily,Undefined,1,0,1,0
2163,TWO,forfeit,something that is lost or surrendered as a penalty,1,0,1,0
2164,TWO,pilaster,a rectangular column that usually projects about a third of its width from the wall to which it is attached,1,0,1,0
2165,TWO,predicament,a situation from which extrication is difficult especially an unpleasant or trying one,1,0,1,0
2166,TWO,promontory,a natural elevation (especially a rocky one that juts out into the sea),1,0,1,0
2167,TWO,languish,"lose vigor, health, or flesh, as through grief",1,0,1,0
2168,TWO,papyrus,paper made from the papyrus plant by cutting it in strips and pressing it flat; used by ancient Egyptians and Greeks and Romans,1,0,1,0
2169,TWO,armadillo,burrowing chiefly nocturnal mammal with body covered with strong horny plates,1,0,1,0
2170,TWO,perceptible,capable of being perceived by the mind or senses,1,0,1,0
2171,TWO,provincial,(Roman Catholic Church) an official in charge of an ecclesiastical province acting under the superior general of a religious order,1,0,1,0
2172,TWO,shar-pei,Undefined,1,0,1,0
2173,TWO,protuberant,curving outward,1,0,1,0
2174,TWO,El Niño,Undefined,1,0,1,0
2175,TWO,overweening,"unrestrained, especially with regard to feelings",1,0,1,0
2176,TWO,dystopia,state in which the conditions of life are extremely bad as from deprivation or oppression or terror,1,0,1,0
2177,TWO,antithesis,exact opposite,1,0,1,0
2178,TWO,narcoleptic,a person who has narcolepsy,1,0,1,0
2179,TWO,chortle,a soft partly suppressed laugh,1,0,1,0
2180,TWO,anchorage,the condition of being secured to a base,1,0,1,0
2181,TWO,sacrosanct,must be kept sacred,1,0,1,0
2182,TWO,muesli,mixture of untoasted dry cereals and fruits,1,0,1,0
2183,TWO,gouge,an impression in a surface (as made by a blow),1,0,1,0
2184,TWO,efface,remove completely from recognition or memory,1,0,1,0
2185,TWO,unscathed,not injured,1,0,1,0
2186,TWO,conundrum,a difficult problem,1,0,1,0
2187,TWO,syringe,a medical instrument used to inject or withdraw fluids,1,0,1,0
2188,TWO,crux,a small conspicuous constellation in the southern hemisphere in the Milky Way near Centaurus,1,0,1,0
2189,TWO,salivate,produce saliva,1,0,1,0
2190,TWO,sycophant,a person who tries to please someone in order to gain a personal advantage,1,0,1,0
2191,TWO,raclette,Undefined,1,0,1,0
2192,TWO,debilitate,make weak,1,0,1,0
2193,TWO,eclipse,one celestial body obscures another,1,0,1,0
2194,TWO,wordmonger,a writer who uses language carelessly or pretentiously with little regard for meaning,1,0,1,0
2195,TWO,laity,"in Christianity, members of a religious community that do not have the priestly responsibilities of ordained clergy",1,0,1,0
2196,TWO,bellwether,someone who assumes leadership of a movement or activity,1,0,1,0
2197,TWO,superstitious,showing ignorance of the laws of nature and faith in magic or chance,1,0,1,0
2198,TWO,mittimus,Undefined,1,0,1,0
2199,TWO,espadrille,a sandal with a sole made of rope or rubber and a cloth upper part,1,0,1,0
2200,TWO,wobbulator,Undefined,1,0,1,0
2201,TWO,indolent,disinclined to work or exertion,1,0,1,0
2202,TWO,clarinet,a single-reed instrument with a straight tube,1,0,1,0
2203,TWO,mawkish,effusively or insincerely emotional,1,0,1,0
2204,TWO,mellifluous,pleasing to the ear,1,0,1,0
2205,TWO,corgi,either of two Welsh breeds of long-bodied short-legged dogs with erect ears and a fox-like head,1,0,1,0
2206,TWO,caffeine,a bitter alkaloid found in coffee and tea that is responsible for their stimulating effects,1,0,1,0
2207,TWO,jimberjawed,Undefined,1,0,1,0
2208,TWO,syllabus,an integrated course of academic studies,1,0,1,0
2209,TWO,arithmetic,the branch of pure mathematics dealing with the theory of numerical calculations,1,0,1,0
2210,TWO,olfactory,of or relating to olfaction,1,0,1,0
2211,TWO,pliant,capable of being influenced or formed,1,0,1,0
2212,TWO,panacea,(Greek mythology) the goddess of healing; daughter of Aesculapius and sister of Hygeia,1,0,1,0
2213,TWO,toilsome,characterized by effort to the point of exhaustion; especially physical effort,1,0,1,0
2214,TWO,animus,a feeling of ill will arousing active hostility,1,0,1,0
2215,TWO,depredation,an act of plundering and pillaging and marauding,1,0,1,0
2216,TWO,en masse,Undefined,1,0,1,0
2217,TWO,billiards,any of several games played on rectangular cloth-covered table (with cushioned edges) in which long tapering cue sticks are used to propel ivory (or composition) balls,1,0,1,0
2218,TWO,cabaret,a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink,1,0,1,0
2219,TWO,tempestuous,characterized by violent emotions or behavior,1,0,1,0
2220,TWO,trillium,any liliaceous plant of the genus Trillium having a whorl of three leaves at the top of the stem with a single three-petaled flower,1,0,1,0
2221,TWO,ignominious,(used of conduct or character) deserving or bringing disgrace or shame; - Rachel Carson,1,0,1,0
2222,TWO,stroganoff,Undefined,1,0,1,0
2223,TWO,obstreperous,noisily and stubbornly defiant,1,0,1,0
2224,TWO,froufrou,Undefined,1,0,1,0
2225,TWO,univocal,admitting of no doubt or misunderstanding; having only one meaning or interpretation and leading to only one conclusion,1,0,1,0
2226,TWO,Dalmatian,a native or inhabitant of Dalmatia,1,0,1,0
2227,TWO,auction,a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge,1,0,1,0
2228,TWO,procrastinate,postpone doing what one should be doing,1,0,1,0
2229,TWO,frabjous,Undefined,1,0,1,0
2230,TWO,eschew,avoid and stay away from deliberately; stay clear of,1,0,1,0
2231,TWO,avarice,reprehensible acquisitiveness; insatiable desire for wealth (personified as one of the deadly sins),1,0,1,0
2232,TWO,ufology,Undefined,1,0,1,0
2233,TWO,assiduous,marked by care and persistent effort,1,0,1,0
2234,TWO,purification,the act of cleaning by getting rid of impurities,1,0,1,0
2235,TWO,spiracle,a breathing orifice,1,0,1,0
2236,TWO,ventricle,one of four connected cavities in the brain; is continuous with the central canal of the spinal cord and contains cerebrospinal fluid,1,0,1,0
2237,TWO,bouclé,Undefined,1,0,1,0
2238,TWO,cholera,an acute intestinal infection caused by ingestion of contaminated water or food,1,0,1,0
2239,TWO,diligence,conscientiousness in paying proper attention to a task; giving the degree of care required in a given situation,1,0,1,0
2240,TWO,plantain,any of numerous plants of the genus Plantago; mostly small roadside or dooryard weeds with elliptic leaves and small spikes of very small flowers; seeds of some used medicinally,1,0,1,0
2241,TWO,Formica,any of various plastic laminates containing melamine,1,0,1,0
2242,TWO,inducement,a positive motivational influence,1,0,1,0
2243,TWO,boucle,a fabric of uneven yarn that has an uneven knobby effect,1,0,1,0
2244,TWO,minuscule,the characters that were once kept in bottom half of a compositor's type case,1,0,1,0
2245,TWO,bodega,a small Hispanic shop selling wine and groceries,1,0,1,0
2246,TWO,aperture,a device that controls amount of light admitted,1,0,1,0
2247,TWO,Mylar,a thin polyester film,1,0,1,0
2248,TWO,vanguard,the leading units moving at the head of an army,1,0,1,0
2249,TWO,thoroughbred,a well-bred person,1,0,1,0
2250,TWO,miniscule,very small,1,0,1,0
2251,TWO,bona fide,Undefined,1,0,1,0
2252,TWO,rhythmically,in a rhythmic manner,1,0,1,0
2253,TWO,rustication,the condition naturally attaching to life in the country,1,0,1,0
2254,TWO,portrait,a word picture of a person's appearance and character,1,0,1,0
2255,TWO,potassium,a light soft silver-white metallic element of the alkali metal group; oxidizes rapidly in air and reacts violently with water; is abundant in nature in combined forms occurring in sea water and in carnallite and kainite and sylvite,1,0,1,0
2256,TWO,jeepney,Undefined,1,0,1,0
2257,TWO,gustatory,of or relating to gustation,1,0,1,0
2258,TWO,shazam,Undefined,1,0,0,0
2259,TWO,globular,having the shape of a sphere or ball; ; ; - Zane Grey,1,0,1,0
2260,TWO,tepidity,a warmness resembling the temperature of the skin,1,0,1,0
2261,TWO,peculate,appropriate (as property entrusted to one's care) fraudulently to one's own use,1,0,1,0
2262,TWO,volucrine,Undefined,1,0,1,0
2263,TWO,obliterate,"mark for deletion, rub off, or erase",1,0,1,0
2264,TWO,bountiful,given or giving freely,1,0,1,0
2265,TWO,stellular,Undefined,1,0,1,0
2266,TWO,meridian,the highest level or degree attainable; the highest stage of development,1,0,1,0
2267,TWO,treatise,a formal exposition,1,0,1,0
2268,TWO,populace,people in general considered as a whole,1,0,1,0
2269,TWO,legalese,a style that uses the abstruse technical vocabulary of the law,1,0,1,0
2270,TWO,pantheon,all the gods of a religion,1,0,1,0
2271,TWO,akimbo,(used of arms and legs) bent outward with the joint away from the body,1,0,1,0
2272,TWO,spontaneity,the quality of being spontaneous and coming from natural feelings without constraint,1,0,1,0
2273,TWO,undergird,lend moral support to,1,0,1,0
2274,TWO,vetiver,Undefined,1,0,1,0
2275,TWO,rudiments,a statement of fundamental facts or principles,1,0,1,0
2276,TWO,marimba,a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets,1,0,1,0
2277,TWO,derisive,abusing vocally; expressing contempt or ridicule,1,0,1,0
2278,TWO,platinum,a heavy precious metallic element; grey-white and resistant to corroding; occurs in some nickel and copper ores and is also found native in some deposits,1,0,1,0
2279,TWO,oompah,Undefined,1,0,1,0
2280,TWO,parameters,a constant in the equation of a curve that can be varied to yield a family of similar curves,1,0,1,0
2281,TWO,monitory,serving to warn,1,0,1,0
2282,TWO,conduit,a passage (a pipe or tunnel) through which water or electric wires can pass,1,0,1,0
2283,TWO,ineluctable,impossible to avoid or evade:,1,0,1,0
2284,TWO,nonnegotiable,Undefined,1,0,1,0
2285,TWO,adulation,servile flattery; exaggerated and hypocritical praise,1,0,1,0
2286,TWO,inflammable,easily ignited,1,0,1,0
2287,TWO,equilibrium,a stable situation in which forces cancel one another,1,0,1,0
2288,TWO,bravado,a swaggering show of courage,1,0,1,0
2289,TWO,eerily,in an unnatural eery manner,1,0,1,0
2290,TWO,disparate,fundamentally different or distinct in quality or kind,1,0,1,0
2291,TWO,minutia,a small or minor detail,1,0,1,0
2292,TWO,pyrotechnics,(music) brilliance of display (as in the performance of music),1,0,1,0
2293,TWO,roustabout,a member of a ship's crew who performs manual labor,1,0,1,0
2294,TWO,beneficent,doing or producing good,1,0,1,0
2295,TWO,funambulist,an acrobat who performs on a tightrope or slack rope,1,0,1,0
2296,TWO,artifice,a deceptive maneuver (especially to avoid capture),1,0,1,0
2297,TWO,anticipatory,in anticipation,1,0,1,0
2298,TWO,mollify,cause to be more favorably inclined; gain the good will of,1,0,1,0
2299,TWO,trifle,"a cold pudding made of layers of sponge cake spread with fruit or jelly; may be decorated with nuts, cream, or chocolate",1,0,1,0
2300,TWO,indict,accuse formally of a crime,1,0,1,0
2301,TWO,apotheosis,model of excellence or perfection of a kind; one having no equal,1,0,1,0
2302,TWO,cymbals,a percussion instrument consisting of a concave brass disk; makes a loud crashing sound when hit with a drumstick or when two are struck together,1,0,1,0
2303,TWO,chinook,a warm dry wind blowing down the eastern slopes of the Rockies,1,0,1,0
2304,TWO,cohesive,causing cohesion,1,0,1,0
2305,TWO,ambrosial,extremely pleasing to the taste; sweet and fragrant,1,0,1,0
2306,TWO,epitome,a standard or typical example,1,0,1,0
2307,TWO,entrée,Undefined,1,0,1,0
2308,TWO,nucleated,form into a nucleus,1,0,1,0
2309,TWO,indigent,poor enough to need help from others,1,0,1,0
2310,TWO,stigmata,marks resembling the wounds on the crucified body of Christ,1,0,1,0
2311,TWO,simultaneity,happening or existing or done at the same time,1,0,1,0
2312,TWO,annulment,the state of being cancelled or annulled,1,0,1,0
2313,TWO,homeostasis,(physiology) metabolic equilibrium actively maintained by several complex biological mechanisms that operate via the autonomic nervous system to offset disrupting changes,1,0,1,0
2314,TWO,exorbitant,greatly exceeding bounds of reason or moderation,1,0,1,0
2315,TWO,merganser,large crested fish-eating diving duck having a slender hooked bill with serrated edges,1,0,1,0
2316,TWO,prolix,tediously prolonged or tending to speak or write at great length,1,0,1,0
2317,TWO,gastronome,a person devoted to refined sensuous enjoyment (especially good food and drink),1,0,1,0
2318,TWO,vegetarian,eater of fruits and grains and nuts; someone who eats no meat or fish or (often) any animal products,1,0,1,0
2319,TWO,calamari,(Italian cuisine) squid prepared as food,1,0,1,0
2320,TWO,reparations,compensation (given or received) for an insult or injury,1,0,1,0
2321,TWO,sternum,the flat bone that articulates with the clavicles and the first seven pairs of ribs,1,0,1,0
2322,TWO,mitochondria,an organelle containing enzymes responsible for producing energy,1,0,1,0
2323,TWO,epithet,a defamatory or abusive word or phrase,1,0,1,0
2324,TWO,surimi,Undefined,1,0,1,0
2325,TWO,prehensile,adapted for grasping especially by wrapping around an object,1,0,1,0
2326,TWO,constabulary,the force of policemen and officers,1,0,1,0
2327,TWO,par excellence,Undefined,1,0,1,0
2328,TWO,onomatopoeia,using words that imitate the sound they denote,1,0,1,0
2329,TWO,encroach,advance beyond the usual limit,1,0,1,0
2330,TWO,besmirch,charge falsely or with malicious intent; attack the good name and reputation of someone,1,0,1,0
2331,TWO,somatotype,a category of physique,1,0,1,0
2332,TWO,speculate,to believe especially on uncertain or tentative grounds,1,0,1,0
2333,TWO,thwartwise,extending or lying across; in a crosswise direction; at right angles to the long axis,1,0,1,0
2334,TWO,lavender,any of various Old World aromatic shrubs or subshrubs with usually mauve or blue flowers; widely cultivated,1,0,1,0
2335,TWO,acacia,any of various spiny trees or shrubs of the genus Acacia,1,0,1,0
2336,TWO,trespass,"a wrongful interference with the possession of property (personal property as well as realty), or the action instituted to recover damages",1,0,1,0
2337,TWO,bizarro,Undefined,1,0,1,0
2338,TWO,stratosphere,the atmospheric layer between the troposphere and the mesosphere,1,0,1,0
2339,TWO,tae kwon do,Undefined,1,0,1,0
2340,TWO,tensile,of or relating to tension,1,0,1,0
2341,TWO,tetanus,an acute and serious infection of the central nervous system caused by bacterial infection of open wounds; spasms of the jaw and laryngeal muscles may occur during the late stages,1,0,1,0
2342,TWO,commandeer,take arbitrarily or by force,1,0,1,0
2343,TWO,dissemble,make believe with the intent to deceive,1,0,1,0
2344,TWO,noxious,injurious to physical or mental health,1,0,1,0
2345,TWO,fenestrated,Undefined,1,0,1,0
2346,TWO,gaudery,cheap or pretentious or vain display,1,0,1,0
2347,TWO,scarlatina,an acute communicable disease (usually in children) characterized by fever and a red rash,1,0,1,0
2348,TWO,bonsai,a dwarfed ornamental tree or shrub grown in a tray or shallow pot,1,0,1,0
2349,TWO,gallant,a man who is much concerned with his dress and appearance,1,0,1,0
2350,TWO,arbitrary,based on or subject to individual discretion or preference or sometimes impulse or caprice,1,0,1,0
2351,TWO,lugubrious,excessively mournful,1,0,1,0
2352,TWO,luxuriate,become extravagant; indulge (oneself) luxuriously,1,0,1,0
2353,TWO,ciao,an acknowledgment that can be used to say hello or goodbye (aloha is Hawaiian and ciao is Italian),1,0,1,0
2354,TWO,university,the body of faculty and students at a university,1,0,1,0
2355,TWO,intensify,increase in extent or intensity,1,0,1,0
2356,TWO,quasar,a starlike object that may send out radio waves and other forms of energy; many have large red shifts,1,0,1,0
2357,TWO,isosceles,(of a triangle) having two sides of equal length,1,0,1,0
2358,TWO,cavalcade,a procession of people traveling on horseback,1,0,1,0
